1,1,75.557,166.89,138.81,87.126,1,0,144.96200000000002,210.453
1,3,1022.5,166.25,102.28,124.46,1,0,1073.64,228.48
1,5,912.46,457.04,89.87899999999999,101.2,1,0,957.3995,507.64
1,2,153.03,366.55,137.2,73.815,1,0,221.63,403.4575
1,4,932.61,325.61,75.932,143.07,1,0,970.576,397.145
2,5,924.8,458.68,89.87899999999999,101.2,1,0,969.7395,509.28
2,4,942.71,332.89,86.348,135.94,1,0,985.8839999999999,400.86
2,3,1043.6,170.22,102.28,124.46,1,0,1094.74,232.45
2,1,67.217,170.65,133.34,87.126,1,0,133.887,214.213
2,2,136.96,373.47,134.06,73.815,1,0,203.99,410.37750000000005
3,4,952.55,339.96,96.00299999999999,128.95,1,0,1000.5515,404.435
3,5,936.1,460.95,89.87899999999999,101.2,1,0,981.0395,511.55
3,1,58.876999999999995,174.42,127.87,87.126,1,0,122.812,217.983
3,3,1065.0,174.27,102.28,124.46,1,0,1116.14,236.5
3,2,121.71,380.27,131.0,73.815,1,0,187.21,417.1775
4,3,1086.2,178.41,102.28,124.46,1,0,1137.34,240.64
4,5,945.87,463.74,89.87899999999999,101.2,1,0,990.8095,514.34
4,1,50.538000000000004,178.18,122.4,87.126,1,0,111.738,221.743
4,4,962.11,346.8,104.82,122.25,1,0,1014.52,407.925
4,2,107.38,386.96,128.07,73.815,1,0,171.415,423.8675
5,2,94.09200000000001,393.52,125.29,73.815,1,0,156.737,430.4275
5,1,42.198,181.95,116.93,87.126,1,0,100.663,225.513
5,3,1106.4,182.64,102.28,124.46,1,0,1157.5400000000004,244.87
5,4,971.36,353.37,112.71,115.98,1,0,1027.715,411.36
5,5,953.64,466.93,89.87899999999999,101.2,1,0,998.5795,517.53
6,2,81.95100000000001,399.95,122.7,73.815,1,0,143.30100000000002,436.8575
6,3,1125.2,186.98,102.28,124.46,1,0,1176.34,249.21
6,4,980.29,359.67,119.61,110.28,1,0,1040.095,414.81
6,5,958.95,470.42,89.87899999999999,101.2,1,0,1003.8895,521.02
6,1,33.859,185.71,111.46,87.126,1,0,89.589,229.273
7,1,25.519000000000002,189.47,105.99,87.126,1,0,78.514,233.033
7,4,988.88,365.65,125.43,105.3,1,0,1051.595,418.3
7,2,71.07,406.27,120.34,73.815,1,0,131.24,443.1775
7,3,1141.9,191.43,102.28,124.46,1,0,1193.0400000000004,253.66
7,5,962.52,475.0,89.87899999999999,101.2,1,0,1007.4595,525.6
8,5,965.45,480.93,89.87899999999999,101.2,1,0,1010.3895,531.53
8,1,17.179000000000002,193.24,100.52,87.126,1,0,67.439,236.803
8,3,1155.9,195.99,102.28,124.46,1,0,1207.0400000000004,258.22
8,2,61.559,412.46,118.24,73.815,1,0,120.679,449.3675
8,4,997.1,371.31,130.1,101.17,1,0,1062.15,421.895
9,5,967.84,487.32,89.87899999999999,101.2,1,0,1012.7795,537.92
9,3,1166.6,200.68,102.28,124.46,1,0,1217.74,262.91
9,4,1004.9,376.62,133.53,98.05,1,0,1071.665,425.645
9,2,53.528,418.53,116.45,73.815,1,0,111.75299999999999,455.4375
9,1,8.8396,197.0,95.054,87.126,1,0,56.36660000000001,240.563
